PEARSON_CORRELATION_COEFFICIENT,MEAN_SQUARED_ERROR,MEAN_ABSOLUTE_ERROR,dataset
0.7354504262399173,0.7211701976589355,0.6768785468614402,training
0.6400892920018127,0.7963968542928821,0.7072185972709032,validation
0.6715546465350374,0.8748642624916588,0.7333450034692707,test
